Club,Saison,Numero,Joueur,Nationalite,Postes,Note
Nice,2025-2026,90,Kevin Carlos,Espagne,BU,71
Nice,2025-2026,21,Isak Jansson,Suede,AG,71
Nice,2025-2026,64,Moise Bombito,Canada,DC,75
Nice,2025-2026,5,Mohamed Abdelmonem,Egypte,DC,73
Nice,2005-2006,12,Bakari Kone,Cote d'Ivoire,BU,79
Nice,2005-2006,3,Bill Tchato,Cameroun,DG,78
Nice,2005-2006,17,Sammy Traore,Mali,DD,78
Nice,2005-2006,16,Damien Gregorini,France,G,77
Nice,2005-2006,14,Florent Balmont,France,MC,76
Nice,2005-2006,21,Anther Yahia,Algerie,DC,75
Nice,2005-2006,19,Marama Vahirua,France,BU,74
Nice,2005-2006,11,Mamadou Bagayoko,Mali,BU,74
Nice,2005-2006,2,Cedric Varrault,France,DD,73
Nice,2005-2006,7,Roberto Bisconti,Belgique,MDD,73
Nice,2005-2006,27,Yoann Bigne,France,MD,71
Nice,2005-2006,13,Jacques Abardonado,France,DC,70
Nice,2005-2006,5,Francois Grenet,France,DD,69
Nice,2005-2006,6,Olivier Echouafni,France,MC,69
Nice,2005-2006,8,Sebastien Roudet,France,MG,69
Nice,2005-2006,15,Florian Jarjat,France,DG,67
Nice,2005-2006,26,Cyril Rool,France,MC,65
Nice,2005-2006,24,Rod Fanni,France,DC,65
Nice,2005-2006,22,Kamel Larbi,France,BU,64
Nice,2005-2006,10,Ederson,Bresil,MC,62
Nice,2005-2006,20,Franco Dolci,Argentine,MD,60
Nice,2005-2006,1,Hugo Lloris,France,G,55
Nice,2005-2006,28,Fabien Lamatina,France,MC,53
Nice,2004-2005,19,Marama Vahirua,France,BU,78
Nice,2004-2005,1,Damien Gregorini,France,G,77
Nice,2004-2005,13,Jacques Abardonado,France,DD,73
Nice,2004-2005,40,Florent Balmont,France,MC,72
Nice,2004-2005,8,Roberto Bisconti,Belgique,MDC,72
Nice,2004-2005,6,Olivier Echouafni,France,MC,71
Nice,2004-2005,24,Victor Agali,Nigeria,BU,71
Nice,2004-2005,3,Jose Cobos,France,DG,71
Nice,2004-2005,11,Edgaras Jankauskas,Lituanie,BU,69
Nice,2004-2005,27,Yoann Bigne,France,MD,69
Nice,2004-2005,2,Cedric Varrault,France,MG,69
Nice,2004-2005,25,Christophe Meslin,France,BU,69
Nice,2004-2005,10,Serge Die,Cote d'Ivoire,MDC,68
Nice,2004-2005,23,Thibault Scotto,France,MC,67
Nice,2004-2005,7,Franck Padovani,France,BU,67
Nice,2004-2005,5,Francois Grenet,France,DD,65
Nice,2004-2005,26,Serge Ayeli,Cote d'Ivoire,BU,65
Nice,2004-2005,17,Sammy Traore,Mali,DG,65
Nice,2004-2005,16,Bruno Valencony,France,G,64
Nice,2004-2005,15,Florian Jarjat,France,DG,62
Nice,2004-2005,4,Jean-Paul Kamudimba,RD Congo,MOC,61
Nice,2004-2005,9,Roland Linz,Autriche,BU,58
Nice,2004-2005,18,Sebastien Roudet,France,MG,58
Nice,2004-2005,32,Sebastien Gimenez,France,DG,57
Nice,2004-2005,37,Mathieu Esposito,France,DD,55
Nice,2006-2007,13,Jacques Abardonado,France,DC,78
Nice,2006-2007,14,Florent Balmont,France,MDC,77
Nice,2006-2007,12,Bakari Kone,Cote d'Ivoire,BU,77
Nice,2006-2007,2,Cedric Varrault,France,DG,76
Nice,2006-2007,16,Damien Gregorini,France,G,75
Nice,2006-2007,21,Anther Yahia,Algerie,DC,75
Nice,2006-2007,11,Matt Moussilou,France,BU,75
Nice,2006-2007,19,Marama Vahirua,France,BU,74
Nice,2006-2007,6,Olivier Echouafni,France,MC,72
Nice,2006-2007,5,Cedric Kante,Mali,DD,72
Nice,2006-2007,7,David Bellion,France,BU,71
Nice,2006-2007,9,Souleymane Camara,Senegal,BU,70
Nice,2006-2007,20,Thibault Scotto,France,MD,69
Nice,2006-2007,26,Cyril Rool,France,MC,68
Nice,2006-2007,24,Rod Fanni,France,DD,68
Nice,2006-2007,1,Hugo Lloris,France,G,68
Nice,2006-2007,10,Ederson,Bresil,MC,67
Nice,2006-2007,22,Kamel Larbi,France,BU,64
Nice,2006-2007,3,Olivier Veigneau,France,DG,64
Nice,2006-2007,30,Jeremie Moreau,France,G,62
Nice,2006-2007,25,Onyekachi Apam,Nigeria,DC,60
Nice,2006-2007,23,Drissa Diakite,Mali,MC,57
Nice,2006-2007,15,Ibrahim Toure,Cote d'Ivoire,BU,57
